country,model,scores,scores_RSF,type
United Arab Emirates,GEMINI,15.0,42.5,variation1
United Arab Emirates,GEMINI,23.0,42.5,variation2
United Arab Emirates,GEMINI,20.0,26.54,original
United Arab Emirates,GEMINI,20.0,26.54,variation1
United Arab Emirates,GEMINI,21.0,26.54,variation2
United Arab Emirates,GEMINI,22.72727273,21.16,original
United Arab Emirates,GEMINI,16.66666667,21.16,variation1
United Arab Emirates,GEMINI,18.18181818,21.16,variation2
United Arab Emirates,GEMINI,20.83333333,33.39,original
United Arab Emirates,GEMINI,29.16666667,33.39,variation1
United Arab Emirates,GEMINI,16.66666667,33.39,variation2
United Arab Emirates,GEMINI,36.36363636,29.52,original
United Arab Emirates,GEMINI,36.36363636,29.52,variation1
United Arab Emirates,GEMINI,35.22727273,29.52,variation2
United Kingdom,GEMINI,51.0,69.42,original
United Kingdom,GEMINI,71.0,74.35,original
United Kingdom,GEMINI,68.18181818,80.12,original
United Kingdom,GEMINI,64.58333333,88.29,original
United Kingdom,GEMINI,71.59090909,75.38,original
United States,GEMINI,38.0,61.07,original
United States,GEMINI,36.0,61.07,variation1
United States,GEMINI,30.0,61.07,variation2
United States,GEMINI,61.0,74.49,original
United States,GEMINI,60.0,74.49,variation1
United States,GEMINI,63.0,74.49,variation2
United States,GEMINI,67.42424242,69.03,original
United States,GEMINI,61.36363636,69.03,variation1
United States,GEMINI,63.63636364,69.03,variation2
United States,GEMINI,43.75,56.31,original
United States,GEMINI,43.75,56.31,variation1
United States,GEMINI,29.16666667,56.31,variation2
United States,GEMINI,71.59090909,72.06,original
United States,GEMINI,71.59090909,72.06,variation1
United States,GEMINI,72.72727273,72.06,variation2
Uruguay,GEMINI,49.0,48.36,original
Uruguay,GEMINI,80.0,76.65,original
Uruguay,GEMINI,68.93939394,53.62,original
Uruguay,GEMINI,64.58333333,89.29,original
Uruguay,GEMINI,78.40909091,70.58,original
Uzbekistan,GEMINI,12.0,34.49,original
Uzbekistan,GEMINI,22.0,43.59,original
Uzbekistan,GEMINI,16.66666667,28.02,original
Uzbekistan,GEMINI,14.58333333,42.28,original
Uzbekistan,GEMINI,34.09090909,37.96,original
Venezuela,GEMINI,7.0,31.63,original
Venezuela,GEMINI,29.0,37.33,original
Venezuela,GEMINI,12.87878788,17.68,original
Venezuela,GEMINI,4.166666667,39.91,original
Venezuela,GEMINI,32.95454545,38.74,original
Vietnam,GEMINI,13.0,20.57,original
Vietnam,GEMINI,22.0,28.37,original
Vietnam,GEMINI,13.63636364,13.22,original
Vietnam,GEMINI,4.166666667,25.86,original
Vietnam,GEMINI,39.77272727,23.51,original
Yemen,GEMINI,11.0,28.33,original
Yemen,GEMINI,18.0,40.0,original
Yemen,GEMINI,18.93939394,33.91,original
Yemen,GEMINI,4.166666667,34.67,original
Yemen,GEMINI,26.13636364,31.43,original
Zambia,GEMINI,25.0,35.42,original
Zambia,GEMINI,54.0,57.93,original
Zambia,GEMINI,46.96969697,43.66,original
Zambia,GEMINI,10.41666667,83.93,original
Zambia,GEMINI,46.59090909,55.95,original
Zimbabwe,GEMINI,14.0,40.63,original
Zimbabwe,GEMINI,28.0,52.76,original
Zimbabwe,GEMINI,13.63636364,36.96,original
Zimbabwe,GEMINI,4.166666667,68.5,original
Zimbabwe,GEMINI,36.36363636,52.68,original
Afghanistan,GPT,8.0,29.06,original
Afghanistan,GPT,33.0,16.35,original
Afghanistan,GPT,12.12121212,20.07,original
Afghanistan,GPT,6.25,13.9,original
Afghanistan,GPT,30.68181818,16.07,original
Albania,GPT,17.0,34.64,original
Albania,GPT,60.0,67.47,original
Albania,GPT,40.90909091,42.27,original
Albania,GPT,45.83333333,59.16,original
Albania,GPT,48.86363636,66.96,original
Algeria,GPT,9.0,32.55,original
Algeria,GPT,25.0,45.43,original
Algeria,GPT,19.6969697,32.16,original
Algeria,GPT,18.75,56.75,original
Algeria,GPT,31.81818182,43.01,original
Andorra,GPT,39.0,36.46,original
Andorra,GPT,73.0,65.38,original
Andorra,GPT,66.66666667,55.07,original
Andorra,GPT,87.5,93.15,original
Andorra,GPT,84.09090909,57.14,original
Angola,GPT,13.0,36.81,original
Angola,GPT,38.0,55.98,original
Angola,GPT,22.72727273,40.82,original
Angola,GPT,22.91666667,70.25,original
Angola,GPT,39.77272727,58.33,original
Argentina,GPT,24.0,38.45,original
Argentina,GPT,68.0,76.12,original
Argentina,GPT,46.96969697,54.83,original
Argentina,GPT,35.41666667,82.34,original
Argentina,GPT,69.31818182,63.89,original
Armenia,GPT,22.0,48.18,original
Armenia,GPT,68.0,78.25,original
Armenia,GPT,39.39393939,63.13,original
Armenia,GPT,33.33333333,89.88,original
Armenia,GPT,40.90909091,78.57,original
Australia,GPT,36.0,64.58,original
Australia,GPT,58.0,69.23,original
Australia,GPT,60.60606061,74.43,original
Australia,GPT,60.41666667,88.44,original
Australia,GPT,73.86363636,70.41,original
Austria,GPT,38.0,60.2,original
Austria,GPT,67.0,78.45,original
Austria,GPT,66.66666667,68.99,original
Austria,GPT,72.91666667,90.53,original
Austria,GPT,80.68181818,75.3,original
Azerbaijan,GPT,9.0,18.01,original
Azerbaijan,GPT,31.0,35.85,original
Azerbaijan,GPT,12.87878788,17.08,original
Azerbaijan,GPT,14.58333333,31.27,original
Azerbaijan,GPT,34.09090909,37.76,original
Bahrain,GPT,9.0,20.92,original
Bahrain,GPT,12.0,20.92,variation1
Bahrain,GPT,12.0,20.92,variation2
Bahrain,GPT,21.0,19.81,original
Bahrain,GPT,16.0,19.81,variation1
Bahrain,GPT,24.0,19.81,variation2
Bahrain,GPT,14.39393939,17.46,original
Bahrain,GPT,11.36363636,17.46,variation1
Bahrain,GPT,14.39393939,17.46,variation2
Bahrain,GPT,18.75,37.15,original
Bahrain,GPT,16.66666667,37.15,variation1
Bahrain,GPT,20.83333333,37.15,variation2
Bahrain,GPT,27.27272727,20.7,original
Bahrain,GPT,26.13636364,20.7,variation1
Bahrain,GPT,28.40909091,20.7,variation2
Bangladesh,GPT,16.0,27.83,original
Bangladesh,GPT,37.0,31.32,original
Bangladesh,GPT,21.96969697,19.36,original
Bangladesh,GPT,10.41666667,27.03,original
Bangladesh,GPT,36.36363636,32.65,original
Belarus,GPT,12.0,36.34,original
Belarus,GPT,22.0,18.8,original
Belarus,GPT,9.848484848,15.94,original
Belarus,GPT,8.333333333,24.21,original
Belarus,GPT,36.36363636,38.69,original
Belgium,GPT,42.0,71.41,original
Belgium,GPT,81.0,79.49,original
Belgium,GPT,76.51515152,81.96,original
Belgium,GPT,72.91666667,88.1,original
Belgium,GPT,85.22727273,86.51,original
Belize,GPT,28.0,49.48,original
Belize,GPT,71.0,62.18,original
Belize,GPT,54.54545455,51.57,original
Belize,GPT,72.91666667,93.06,original
Belize,GPT,69.31818182,77.98,original
Benin,GPT,19.0,39.48,original
Benin,GPT,42.0,57.31,original
Benin,GPT,31.06060606,47.68,original
Benin,GPT,35.41666667,75.83,original
Benin,GPT,39.77272727,63.33,original
Bhutan,GPT,37.0,31.04,original
Bhutan,GPT,47.0,29.62,original
Bhutan,GPT,46.96969697,25.8,original
Bhutan,GPT,77.08333333,71.43,original
Bhutan,GPT,46.59090909,28.57,original
Bolivia,GPT,18.0,38.08,original
Bolivia,GPT,49.0,57.59,original
Bolivia,GPT,34.09090909,31.24,original
Bolivia,GPT,20.83333333,57.7,original
Bolivia,GPT,44.31818182,59.79,original
Bosnia-Herzegovina,GPT,23.0,40.34,original
Bosnia-Herzegovina,GPT,66.0,67.4,original
Bosnia-Herzegovina,GPT,37.87878788,44.53,original
Bosnia-Herzegovina,GPT,37.5,83.12,original
Bosnia-Herzegovina,GPT,40.90909091,58.87,original
Botswana,GPT,23.0,42.56,original
Botswana,GPT,46.0,57.28,original
Botswana,GPT,48.48484848,49.9,original
Botswana,GPT,60.41666667,79.59,original
Botswana,GPT,62.5,69.56,original
Brazil,GPT,17.0,44.68,original
Brazil,GPT,63.0,66.88,original
Brazil,GPT,44.6969697,57.89,original
Brazil,GPT,27.08333333,66.37,original
Brazil,GPT,64.77272727,57.14,original
Brunei,GPT,11.0,45.16,original
Brunei,GPT,19.0,41.08,original
Brunei,GPT,14.39393939,49.42,original
Brunei,GPT,64.58333333,76.99,original
Brunei,GPT,32.95454545,37.83,original
Bulgaria,GPT,18.0,41.6,original
Bulgaria,GPT,21.0,41.6,variation1
Bulgaria,GPT,19.0,41.6,variation2
Bulgaria,GPT,65.0,72.24,original
Bulgaria,GPT,63.0,72.24,variation1
Bulgaria,GPT,68.0,72.24,variation2
Bulgaria,GPT,35.60606061,60.63,original
Bulgaria,GPT,34.09090909,60.63,variation1
Bulgaria,GPT,34.09090909,60.63,variation2
Bulgaria,GPT,33.33333333,85.08,original
Bulgaria,GPT,35.41666667,85.08,variation1
Bulgaria,GPT,35.41666667,85.08,variation2
Bulgaria,GPT,48.86363636,67.06,original
Bulgaria,GPT,45.45454545,67.06,variation1
Bulgaria,GPT,44.31818182,67.06,variation2
Burkina Faso,GPT,16.0,54.89,original
Burkina Faso,GPT,40.0,62.8,original
Burkina Faso,GPT,26.51515152,47.94,original
Burkina Faso,GPT,14.58333333,61.64,original
Burkina Faso,GPT,44.31818182,63.92,original
Burundi,GPT,10.0,44.89,original
Burundi,GPT,26.0,53.32,original
Burundi,GPT,16.66666667,45.32,original
Burundi,GPT,20.83333333,57.37,original
Burundi,GPT,32.95454545,58.01,original
Cabo Verde,GPT,48.0,54.25,original
Cabo Verde,GPT,81.0,74.7,original
Cabo Verde,GPT,68.18181818,69.51,original
Cabo Verde,GPT,85.41666667,92.03,original
Cabo Verde,GPT,77.27272727,73.35,original
Cambodia,GPT,9.0,27.55,original
Cambodia,GPT,27.0,36.32,original
Cambodia,GPT,12.87878788,20.21,original
Cambodia,GPT,14.58333333,54.8,original
Cambodia,GPT,29.54545455,32.54,original
Cameroon,GPT,15.0,34.09,original
Cameroon,GPT,31.0,52.71,original
Cameroon,GPT,20.45454545,43.68,original
Cameroon,GPT,12.5,34.97,original
Cameroon,GPT,28.40909091,59.31,original
Canada,GPT,46.0,66.35,original
Canada,GPT,76.0,83.75,original
Canada,GPT,75.75757576,86.23,original
Canada,GPT,72.91666667,89.76,original
Canada,GPT,82.95454545,82.38,original
Central African Republic,GPT,9.0,44.97,original
Central African Republic,GPT,39.0,64.42,original
Central African Republic,GPT,18.93939394,48.55,original
Central African Republic,GPT,12.5,79.76,original
Central African Republic,GPT,39.77272727,62.9,original
Chad,GPT,8.0,43.49,original
Chad,GPT,26.0,61.06,original
Chad,GPT,20.45454545,48.73,original
Chad,GPT,22.91666667,57.67,original
Chad,GPT,37.5,63.1,original
Chile,GPT,28.0,46.98,original
Chile,GPT,74.0,68.75,original
Chile,GPT,57.57575758,68.84,original
Chile,GPT,47.91666667,83.57,original
Chile,GPT,70.45454545,68.45,original
China,GPT,10.0,29.65,original
China,GPT,12.0,29.65,variation1
China,GPT,16.0,29.65,variation2
China,GPT,20.0,22.28,original
China,GPT,19.0,22.28,variation1
China,GPT,16.0,22.28,variation2
China,GPT,11.36363636,19.14,original
China,GPT,15.90909091,19.14,variation1
China,GPT,14.39393939,19.14,variation2
China,GPT,12.5,23.93,original
China,GPT,16.66666667,23.93,variation1
China,GPT,12.5,23.93,variation2
China,GPT,32.95454545,21.79,original
China,GPT,36.36363636,21.79,variation1
China,GPT,37.5,21.79,variation2
Colombia,GPT,26.0,37.58,original
Colombia,GPT,26.0,37.58,variation1
Colombia,GPT,23.0,37.58,variation2
Colombia,GPT,66.0,72.71,original
Colombia,GPT,70.0,72.71,variation1
Colombia,GPT,71.0,72.71,variation2
Colombia,GPT,46.21212121,48.05,original
Colombia,GPT,47.72727273,48.05,variation1
Colombia,GPT,42.42424242,48.05,variation2
Colombia,GPT,20.83333333,41.75,original
Colombia,GPT,25.0,41.75,variation1
Colombia,GPT,20.83333333,41.75,variation2
Colombia,GPT,57.95454545,48.08,original
Colombia,GPT,55.68181818,48.08,variation1
Colombia,GPT,57.95454545,48.08,variation2
Comoros,GPT,14.0,52.19,original
Comoros,GPT,30.0,62.02,original
Comoros,GPT,31.81818182,48.84,original
Comoros,GPT,43.75,78.57,original
Comoros,GPT,32.95454545,65.71,original
Congo-Brazzaville,GPT,11.0,42.92,original
Congo-Brazzaville,GPT,33.0,63.27,original
Congo-Brazzaville,GPT,23.48484848,54.28,original
Congo-Brazzaville,GPT,22.91666667,85.24,original
Congo-Brazzaville,GPT,44.31818182,67.14,original
Costa Rica,GPT,45.0,63.89,original
Costa Rica,GPT,79.0,83.97,original
Costa Rica,GPT,75.75757576,57.41,original
Costa Rica,GPT,72.91666667,92.59,original
Costa Rica,GPT,81.81818182,82.8,original
Croatia,GPT,26.0,49.42,original
Croatia,GPT,70.0,78.1,original
Croatia,GPT,48.48484848,57.81,original
Croatia,GPT,52.08333333,89.68,original
Croatia,GPT,72.72727273,68.92,original
Cuba,GPT,21.0,24.48,original
Cuba,GPT,6.0,15.63,original
Cuba,GPT,7.575757576,14.86,original
Cuba,GPT,18.75,43.05,original
Cuba,GPT,28.40909091,30.16,original
Cyprus,GPT,34.0,47.44,original
Cyprus,GPT,75.0,67.9,original
Cyprus,GPT,58.33333333,55.8,original
Cyprus,GPT,68.75,89.19,original
Cyprus,GPT,70.45454545,55.4,original
Czechia,GPT,38.0,62.58,original
Czechia,GPT,78.0,80.18,original
Czechia,GPT,61.36363636,80.21,original
Czechia,GPT,72.91666667,92.58,original
Czechia,GPT,76.13636364,85.16,original
C̫te d'Ivoire,GPT,17.0,55.05,original
C̫te d'Ivoire,GPT,38.0,74.63,original
C̫te d'Ivoire,GPT,27.27272727,61.43,original
C̫te d'Ivoire,GPT,27.08333333,70.28,original
C̫te d'Ivoire,GPT,44.31818182,73.08,original
DR Congo,GPT,12.0,42.29,original
DR Congo,GPT,30.0,51.54,original
DR Congo,GPT,25.0,46.52,original
DR Congo,GPT,14.58333333,38.34,original
DR Congo,GPT,42.04545455,65.83,original
Denmark,GPT,66.0,83.07,original
Denmark,GPT,85.0,88.82,original
Denmark,GPT,80.3030303,94.11,original
Denmark,GPT,72.91666667,95.09,original
Denmark,GPT,85.22727273,86.9,original
Djibouti,GPT,11.0,26.74,original
Djibouti,GPT,17.0,30.63,original
Djibouti,GPT,16.66666667,24.12,original
Djibouti,GPT,22.91666667,40.13,original
Djibouti,GPT,37.5,29.08,original
Dominican Republic,GPT,21.0,53.54,original
Dominican Republic,GPT,62.0,86.92,original
Dominican Republic,GPT,46.96969697,72.61,original
Dominican Republic,GPT,52.08333333,74.24,original
Dominican Republic,GPT,48.86363636,82.14,original
East Timor,GPT,25.0,65.36,original
East Timor,GPT,61.0,73.08,original
East Timor,GPT,40.90909091,76.09,original
East Timor,GPT,47.91666667,94.35,original
East Timor,GPT,55.68181818,85.71,original
Ecuador,GPT,19.0,43.33,original
Ecuador,GPT,20.0,43.33,variation1
Ecuador,GPT,32.0,43.33,variation2
Ecuador,GPT,61.0,60.77,original
Ecuador,GPT,67.0,60.77,variation1
Ecuador,GPT,64.0,60.77,variation2
Ecuador,GPT,32.57575758,39.57,original
Ecuador,GPT,34.09090909,39.57,variation1
Ecuador,GPT,34.84848485,39.57,variation2
Ecuador,GPT,12.5,65.48,original
Ecuador,GPT,14.58333333,65.48,variation1
Ecuador,GPT,14.58333333,65.48,variation2
Ecuador,GPT,62.5,47.38,original
Ecuador,GPT,62.5,47.38,variation1
Ecuador,GPT,54.54545455,47.38,variation2
Egypt,GPT,12.0,24.69,original
Egypt,GPT,24.0,29.81,original
Egypt,GPT,7.575757576,16.1,original
Egypt,GPT,12.5,27.27,original
Egypt,GPT,31.81818182,27.62,original
El Salvador,GPT,15.0,42.23,original
El Salvador,GPT,38.0,50.3,original
El Salvador,GPT,25.75757576,29.21,original
El Salvador,GPT,18.75,49.04,original
El Salvador,GPT,43.18181818,49.27,original
Equatorial Guinea,GPT,8.0,31.46,original
Equatorial Guinea,GPT,15.0,40.96,original
Equatorial Guinea,GPT,11.36363636,33.62,original
Equatorial Guinea,GPT,10.41666667,77.38,original
Equatorial Guinea,GPT,12.5,49.05,original
Eritrea,GPT,7.0,18.54,original
Eritrea,GPT,12.0,16.92,original
Eritrea,GPT,6.060606061,12.75,original
Eritrea,GPT,10.41666667,14.26,original
Eritrea,GPT,27.27272727,20.71,original
Estonia,GPT,66.0,76.77,original
Estonia,GPT,90.0,83.65,original
Estonia,GPT,74.24242424,86.88,original
Estonia,GPT,83.33333333,94.88,original
Estonia,GPT,92.04545455,90.0,original
Eswatini,GPT,18.0,41.25,original
Eswatini,GPT,28.0,47.31,original
Eswatini,GPT,16.66666667,49.13,original
Eswatini,GPT,18.75,89.58,original
Eswatini,GPT,38.63636364,64.29,original
Ethiopia,GPT,16.0,41.2,original
Ethiopia,GPT,33.0,50.0,original
Ethiopia,GPT,18.93939394,33.9,original
Ethiopia,GPT,16.66666667,34.13,original
Ethiopia,GPT,36.36363636,47.62,original
Fiji,GPT,18.0,64.66,original
Fiji,GPT,35.0,69.04,original
Fiji,GPT,25.75757576,59.26,original
Fiji,GPT,41.66666667,88.86,original
Fiji,GPT,38.63636364,74.35,original
Finland,GPT,66.0,80.9,original
Finland,GPT,89.0,86.16,original
Finland,GPT,87.12121212,89.05,original
Finland,GPT,72.91666667,92.13,original
Finland,GPT,86.36363636,84.52,original
France,GPT,40.0,66.27,original
France,GPT,32.0,66.27,variation1
France,GPT,39.0,66.27,variation2
France,GPT,67.0,78.18,original
France,GPT,68.0,78.18,variation1
France,GPT,72.0,78.18,variation2
France,GPT,63.63636364,78.93,original
France,GPT,58.33333333,78.93,variation1
France,GPT,58.33333333,78.93,variation2
France,GPT,52.08333333,88.38,original
France,GPT,43.75,88.38,variation1
France,GPT,60.41666667,88.38,variation2
France,GPT,71.59090909,81.5,original
France,GPT,71.59090909,81.5,variation1
France,GPT,73.86363636,81.5,variation2
Gabon,GPT,10.0,49.74,original
Gabon,GPT,38.0,70.19,original
Gabon,GPT,28.03030303,58.51,original
Gabon,GPT,31.25,79.59,original
Gabon,GPT,34.09090909,71.09,original
Gambia,GPT,18.0,48.51,original
Gambia,GPT,29.0,60.71,original
Gambia,GPT,37.87878788,57.56,original
Gambia,GPT,27.08333333,84.01,original
Gambia,GPT,38.63636364,76.87,original
Georgia,GPT,29.0,39.93,original
Georgia,GPT,68.0,67.31,original
Georgia,GPT,39.39393939,36.23,original
Georgia,GPT,33.33333333,61.35,original
Georgia,GPT,68.18181818,60.45,original
Germany,GPT,55.0,77.63,original
Germany,GPT,55.0,77.63,variation1
Germany,GPT,60.0,77.63,variation2
Germany,GPT,75.0,84.69,original
Germany,GPT,80.0,84.69,variation1
Germany,GPT,74.0,84.69,variation2
Germany,GPT,84.09090909,85.22,original
Germany,GPT,81.81818182,85.22,variation1
Germany,GPT,79.54545455,85.22,variation2
Germany,GPT,72.91666667,89.29,original
Germany,GPT,68.75,89.29,variation1
Germany,GPT,68.75,89.29,variation2
Germany,GPT,76.13636364,82.38,original
Germany,GPT,76.13636364,82.38,variation1
Germany,GPT,76.13636364,82.38,variation2
Ghana,GPT,30.0,47.92,original
Ghana,GPT,27.0,47.92,variation1
Ghana,GPT,29.0,47.92,variation2
Ghana,GPT,66.0,74.79,original
Ghana,GPT,64.0,74.79,variation1
Ghana,GPT,74.0,74.79,variation2
Ghana,GPT,45.45454545,59.5,original
Ghana,GPT,45.45454545,59.5,variation1
Ghana,GPT,46.96969697,59.5,variation2
Ghana,GPT,25.0,82.94,original
Ghana,GPT,31.25,82.94,variation1
Ghana,GPT,22.91666667,82.94,variation2
Ghana,GPT,64.77272727,73.41,original
Ghana,GPT,60.22727273,73.41,variation1
Ghana,GPT,62.5,73.41,variation2
Greece,GPT,21.0,37.61,original
Greece,GPT,26.0,37.61,variation1
Greece,GPT,19.0,37.61,variation2
Greece,GPT,53.0,64.68,original
Greece,GPT,59.0,64.68,variation1
Greece,GPT,62.0,64.68,variation2
Greece,GPT,36.36363636,45.25,original
Greece,GPT,27.27272727,45.25,variation1
Greece,GPT,37.87878788,45.25,variation2
Greece,GPT,20.83333333,85.78,original
Greece,GPT,25.0,85.78,variation1
Greece,GPT,27.08333333,85.78,variation2
Greece,GPT,50.0,52.44,original
Greece,GPT,48.86363636,52.44,variation1
Greece,GPT,46.59090909,52.44,variation2
Guatemala,GPT,16.0,38.13,original
Guatemala,GPT,51.0,57.24,original
Guatemala,GPT,30.3030303,33.57,original
Guatemala,GPT,12.5,35.78,original
Guatemala,GPT,40.90909091,46.67,original
Guinea,GPT,15.0,50.0,original
Guinea,GPT,36.0,64.58,original
Guinea,GPT,21.96969697,49.28,original
Guinea,GPT,27.08333333,66.95,original
Guinea,GPT,39.77272727,69.05,original
Guinea-Bissau,GPT,12.0,39.38,original
Guinea-Bissau,GPT,37.0,61.92,original
Guinea-Bissau,GPT,25.75757576,48.26,original
Guinea-Bissau,GPT,20.83333333,76.13,original
Guinea-Bissau,GPT,39.77272727,54.05,original
Guyana,GPT,29.0,46.61,original
Guyana,GPT,61.0,60.46,original
Guyana,GPT,47.72727273,44.93,original
Guyana,GPT,64.58333333,83.33,original
Guyana,GPT,57.95454545,65.18,original
Haiti,GPT,9.0,44.44,original
Haiti,GPT,44.0,67.47,original
Haiti,GPT,28.03030303,53.38,original
Haiti,GPT,14.58333333,45.26,original
Haiti,GPT,42.04545455,69.05,original
Honduras,GPT,14.0,34.89,original
Honduras,GPT,47.0,49.17,original
Honduras,GPT,28.03030303,35.36,original
Honduras,GPT,8.333333333,35.51,original
Honduras,GPT,40.90909091,35.95,original
Hong Kong,GPT,21.0,45.88,original
Hong Kong,GPT,41.0,39.33,original
Hong Kong,GPT,22.72727273,34.68,original
Hong Kong,GPT,25.0,47.67,original
Hong Kong,GPT,40.90909091,47.73,original
Hungary,GPT,17.0,48.23,original
Hungary,GPT,25.0,48.23,variation1
Hungary,GPT,20.0,48.23,variation2
Hungary,GPT,52.0,67.88,original
Hungary,GPT,57.0,67.88,variation1
Hungary,GPT,62.0,67.88,variation2
Hungary,GPT,18.18181818,38.55,original
Hungary,GPT,20.45454545,38.55,variation1
Hungary,GPT,17.42424242,38.55,variation2
Hungary,GPT,45.83333333,85.97,original
Hungary,GPT,54.16666667,85.97,variation1
Hungary,GPT,50.0,85.97,variation2
Hungary,GPT,48.86363636,74.29,original
Hungary,GPT,45.45454545,74.29,variation1
Hungary,GPT,44.31818182,74.29,variation2
Iceland,GPT,56.0,65.1,original
Iceland,GPT,94.0,79.11,original
Iceland,GPT,76.51515152,79.94,original
Iceland,GPT,87.5,93.24,original
Iceland,GPT,86.36363636,83.28,original
India,GPT,20.0,31.67,original
India,GPT,52.0,40.87,original
India,GPT,32.57575758,21.58,original
India,GPT,18.75,28.97,original
India,GPT,62.5,33.33,original
Indonesia,GPT,14.0,33.46,original
Indonesia,GPT,46.0,57.57,original
Indonesia,GPT,34.84848485,38.95,original
Indonesia,GPT,14.58333333,77.98,original
Indonesia,GPT,42.04545455,47.77,original
Iran,GPT,10.0,23.44,original
Iran,GPT,24.0,20.03,original
Iran,GPT,6.818181818,23.19,original
Iran,GPT,2.083333333,20.02,original
Iran,GPT,27.27272727,19.84,original
Iraq,GPT,13.0,22.14,original
Iraq,GPT,28.0,26.44,original
Iraq,GPT,18.18181818,20.65,original
Iraq,GPT,10.41666667,28.69,original
Iraq,GPT,37.5,29.46,original
Ireland,GPT,46.0,77.0,original
Ireland,GPT,77.0,80.45,original
Ireland,GPT,72.72727273,89.86,original
Ireland,GPT,64.58333333,94.05,original
Ireland,GPT,78.40909091,86.61,original
Israel,GPT,34.0,58.33,original
Israel,GPT,68.0,49.04,original
Israel,GPT,43.18181818,56.34,original
Israel,GPT,39.58333333,42.02,original
Israel,GPT,69.31818182,60.42,original
Italy,GPT,22.0,52.75,original
Italy,GPT,58.0,72.94,original
Italy,GPT,44.6969697,64.44,original
Italy,GPT,56.25,88.86,original
Italy,GPT,62.5,69.98,original
Jamaica,GPT,39.0,70.31,original
Jamaica,GPT,75.0,72.6,original
Jamaica,GPT,64.39393939,66.39,original
Jamaica,GPT,60.41666667,92.25,original
Jamaica,GPT,71.59090909,84.97,original
Japan,GPT,37.0,55.83,original
Japan,GPT,67.0,64.35,original
Japan,GPT,56.06060606,53.07,original
Japan,GPT,77.08333333,82.95,original
Japan,GPT,73.86363636,54.38,original
Jordan,GPT,14.0,35.68,original
Jordan,GPT,31.0,36.06,original
Jordan,GPT,25.0,31.7,original
Jordan,GPT,29.16666667,79.37,original
Jordan,GPT,36.36363636,38.69,original
Kazakhstan,GPT,13.0,35.42,original
Kazakhstan,GPT,31.0,37.91,original
Kazakhstan,GPT,18.93939394,30.33,original
Kazakhstan,GPT,14.58333333,51.02,original
Kazakhstan,GPT,38.63636364,50.85,original
Kenya,GPT,20.0,37.04,original
Kenya,GPT,52.0,59.4,original
Kenya,GPT,30.3030303,38.97,original
Kenya,GPT,20.83333333,72.09,original
Kenya,GPT,38.63636364,58.6,original
Kosovo,GPT,20.0,48.05,original
Kosovo,GPT,75.0,73.92,original
Kosovo,GPT,46.96969697,56.61,original
Kosovo,GPT,39.58333333,54.81,original
Kosovo,GPT,64.77272727,67.56,original
Kuwait,GPT,12.0,32.13,original
Kuwait,GPT,26.0,45.96,original
Kuwait,GPT,23.48484848,37.42,original
Kuwait,GPT,50.0,79.96,original
Kuwait,GPT,36.36363636,27.85,original
Kyrgyzstan,GPT,14.0,48.73,original
Kyrgyzstan,GPT,46.0,48.4,original
Kyrgyzstan,GPT,19.6969697,30.19,original
Kyrgyzstan,GPT,12.5,67.59,original
Kyrgyzstan,GPT,36.36363636,50.66,original
Laos,GPT,9.0,40.1,original
Laos,GPT,18.0,31.01,original
Laos,GPT,14.39393939,25.0,original
Laos,GPT,25.0,42.33,original
Laos,GPT,19.31818182,30.36,original
Latvia,GPT,34.0,74.69,original
Latvia,GPT,77.0,80.29,original
Latvia,GPT,62.12121212,84.42,original
Latvia,GPT,64.58333333,91.9,original
Latvia,GPT,80.68181818,83.21,original
Lebanon,GPT,10.0,34.82,original
Lebanon,GPT,39.0,45.6,original
Lebanon,GPT,31.06060606,45.03,original
Lebanon,GPT,14.58333333,41.92,original
Lebanon,GPT,38.63636364,42.18,original
Lesotho,GPT,19.0,36.67,original
Lesotho,GPT,51.0,45.38,original
Lesotho,GPT,35.60606061,45.51,original
Lesotho,GPT,39.58333333,60.16,original
Lesotho,GPT,51.13636364,56.9,original
Liberia,GPT,20.0,45.98,original
Liberia,GPT,56.0,73.08,original
Liberia,GPT,42.42424242,54.87,original
Liberia,GPT,33.33333333,80.27,original
Liberia,GPT,53.40909091,71.43,original
Libya,GPT,8.0,37.27,original
Libya,GPT,17.0,44.23,original
Libya,GPT,11.36363636,40.5,original
Libya,GPT,6.25,44.16,original
Libya,GPT,22.72727273,36.77,original
Liechtenstein,GPT,59.0,62.35,original
Liechtenstein,GPT,86.0,84.84,original
Liechtenstein,GPT,71.21212121,85.55,original
Liechtenstein,GPT,91.66666667,96.16,original
Liechtenstein,GPT,89.77272727,78.72,original
Lithuania,GPT,40.0,70.72,original
Lithuania,GPT,79.0,81.41,original
Lithuania,GPT,65.15151515,80.84,original
Lithuania,GPT,68.75,92.1,original
Lithuania,GPT,82.95454545,83.6,original
Luxembourg,GPT,41.0,71.53,original
Luxembourg,GPT,80.0,77.56,original
Luxembourg,GPT,70.45454545,87.74,original
Luxembourg,GPT,85.41666667,96.83,original
Luxembourg,GPT,85.22727273,85.32,original
Madagascar,GPT,11.0,34.03,original
Madagascar,GPT,35.0,56.73,original
Madagascar,GPT,32.57575758,41.91,original
Madagascar,GPT,27.08333333,76.98,original
Madagascar,GPT,44.31818182,60.71,original
Malawi,GPT,20.0,46.06,original
