country,model,scores,scores_RSF,type
Malawi,GPT,55.0,64.96,original
Malawi,GPT,40.15151515,58.78,original
Malawi,GPT,41.66666667,84.39,original
Malawi,GPT,52.27272727,68.12,original
Malaysia,GPT,17.0,45.63,original
Malaysia,GPT,29.0,34.04,original
Malaysia,GPT,23.48484848,44.35,original
Malaysia,GPT,37.5,83.72,original
Malaysia,GPT,36.36363636,52.62,original
Maldives,GPT,13.0,36.04,original
Maldives,GPT,37.0,54.42,original
Maldives,GPT,19.6969697,43.48,original
Maldives,GPT,20.83333333,79.76,original
Maldives,GPT,32.95454545,48.1,original
Mali,GPT,12.0,44.41,original
Mali,GPT,39.0,59.27,original
Mali,GPT,23.48484848,48.12,original
Mali,GPT,14.58333333,37.47,original
Mali,GPT,37.5,63.53,original
Malta,GPT,28.0,49.57,original
Malta,GPT,70.0,60.1,original
Malta,GPT,48.48484848,45.35,original
Malta,GPT,39.58333333,87.9,original
Malta,GPT,67.04545455,61.9,original
Mauritania,GPT,11.0,54.05,original
Mauritania,GPT,13.0,54.05,variation1
Mauritania,GPT,15.0,54.05,variation2
Mauritania,GPT,30.0,79.06,original
Mauritania,GPT,33.0,79.06,variation1
Mauritania,GPT,35.0,79.06,variation2
Mauritania,GPT,23.48484848,67.23,original
Mauritania,GPT,26.51515152,67.23,variation1
Mauritania,GPT,24.24242424,67.23,variation2
Mauritania,GPT,35.41666667,93.65,original
Mauritania,GPT,35.41666667,93.65,variation1
Mauritania,GPT,27.08333333,93.65,variation2
Mauritania,GPT,36.36363636,76.98,original
Mauritania,GPT,37.5,76.98,variation1
Mauritania,GPT,37.5,76.98,variation2
Mauritius,GPT,20.0,47.4,original
Mauritius,GPT,56.0,62.88,original
Mauritius,GPT,46.21212121,50.43,original
Mauritius,GPT,56.25,86.9,original
Mauritius,GPT,64.77272727,80.12,original
Mexico,GPT,15.0,42.11,original
Mexico,GPT,60.0,67.99,original
Mexico,GPT,33.33333333,49.69,original
Mexico,GPT,12.5,27.28,original
Mexico,GPT,50.0,57.99,original
Moldova,GPT,12.0,56.48,original
Moldova,GPT,25.0,56.48,variation1
Moldova,GPT,21.0,56.48,variation2
Moldova,GPT,64.0,80.13,original
Moldova,GPT,68.0,80.13,variation1
Moldova,GPT,72.0,80.13,variation2
Moldova,GPT,34.84848485,66.51,original
Moldova,GPT,29.54545455,66.51,variation1
Moldova,GPT,38.63636364,66.51,variation2
Moldova,GPT,43.75,88.49,original
Moldova,GPT,43.75,88.49,variation1
Moldova,GPT,39.58333333,88.49,variation2
Moldova,GPT,51.13636364,82.67,original
Moldova,GPT,46.59090909,82.67,variation1
Moldova,GPT,46.59090909,82.67,variation2
Mongolia,GPT,19.0,32.75,original
Mongolia,GPT,56.0,56.31,original
Mongolia,GPT,46.21212121,40.35,original
Mongolia,GPT,47.91666667,65.96,original
Mongolia,GPT,55.68181818,61.31,original
Montenegro,GPT,22.0,56.06,original
Montenegro,GPT,66.0,78.15,original
Montenegro,GPT,37.87878788,68.31,original
Montenegro,GPT,27.08333333,90.48,original
Montenegro,GPT,60.22727273,73.05,original
Morocco,GPT,17.0,35.68,original
Morocco,GPT,33.0,48.92,original
Morocco,GPT,28.78787879,40.31,original
Morocco,GPT,20.83333333,54.63,original
Morocco,GPT,35.22727273,50.3,original
Mozambique,GPT,14.0,46.18,original
Mozambique,GPT,19.0,46.18,variation1
Mozambique,GPT,21.0,46.18,variation2
Mozambique,GPT,40.0,64.18,original
Mozambique,GPT,50.0,64.18,variation1
Mozambique,GPT,51.0,64.18,variation2
Mozambique,GPT,29.54545455,40.76,original
Mozambique,GPT,17.42424242,40.76,variation1
Mozambique,GPT,26.51515152,40.76,variation2
Mozambique,GPT,27.08333333,48.68,original
Mozambique,GPT,27.08333333,48.68,variation1
Mozambique,GPT,20.83333333,48.68,variation2
Mozambique,GPT,38.63636364,62.3,original
Mozambique,GPT,43.18181818,62.3,variation1
Mozambique,GPT,44.31818182,62.3,variation2
Myanmar,GPT,9.0,31.67,original
Myanmar,GPT,13.0,18.75,original
Myanmar,GPT,9.848484848,22.17,original
Myanmar,GPT,6.25,19.48,original
Myanmar,GPT,26.13636364,30.0,original
Namibia,GPT,30.0,63.37,original
Namibia,GPT,73.0,77.08,original
Namibia,GPT,54.54545455,65.46,original
Namibia,GPT,64.58333333,89.88,original
Namibia,GPT,72.72727273,75.0,original
Nepal,GPT,19.0,52.92,original
Nepal,GPT,52.0,71.41,original
Nepal,GPT,35.60606061,55.46,original
Nepal,GPT,31.25,61.41,original
Nepal,GPT,52.27272727,61.43,original
Netherlands,GPT,62.0,84.09,original
Netherlands,GPT,91.0,87.59,original
Netherlands,GPT,82.57575758,88.41,original
Netherlands,GPT,60.41666667,91.23,original
Netherlands,GPT,80.68181818,87.34,original
New Zealand,GPT,50.0,72.08,original
New Zealand,GPT,83.0,71.15,original
New Zealand,GPT,73.48484848,85.36,original
New Zealand,GPT,72.91666667,90.24,original
New Zealand,GPT,82.95454545,79.76,original
Nicaragua,GPT,11.0,34.03,original
Nicaragua,GPT,31.0,30.34,original
Nicaragua,GPT,12.12121212,17.23,original
Nicaragua,GPT,14.58333333,27.77,original
Nicaragua,GPT,28.40909091,36.64,original
Niger,GPT,14.0,44.58,original
Niger,GPT,41.0,67.69,original
Niger,GPT,31.81818182,54.35,original
Niger,GPT,22.91666667,64.42,original
Niger,GPT,36.36363636,67.5,original
Nigeria,GPT,20.0,41.9,original
Nigeria,GPT,38.0,61.65,original
Nigeria,GPT,28.03030303,47.26,original
Nigeria,GPT,14.58333333,41.4,original
Nigeria,GPT,38.63636364,62.96,original
North Korea,GPT,20.0,20.59,original
North Korea,GPT,8.0,26.82,original
North Korea,GPT,3.03030303,18.04,original
North Korea,GPT,16.66666667,20.57,original
North Korea,GPT,32.95454545,17.27,original
North Macedonia,GPT,23.0,54.17,original
North Macedonia,GPT,25.0,54.17,variation1
North Macedonia,GPT,27.0,54.17,variation2
North Macedonia,GPT,71.0,83.17,original
North Macedonia,GPT,73.0,83.17,variation1
North Macedonia,GPT,73.0,83.17,variation2
North Macedonia,GPT,41.66666667,66.98,original
North Macedonia,GPT,36.36363636,66.98,variation1
North Macedonia,GPT,45.45454545,66.98,variation2
North Macedonia,GPT,41.66666667,89.43,original
North Macedonia,GPT,35.41666667,89.43,variation1
North Macedonia,GPT,43.75,89.43,variation2
North Macedonia,GPT,57.95454545,75.15,original
North Macedonia,GPT,53.40909091,75.15,variation1
North Macedonia,GPT,55.68181818,75.15,variation2
Northern Cyprus,GPT,11.0,42.61,original
Northern Cyprus,GPT,38.0,56.12,original
Northern Cyprus,GPT,40.15151515,46.9,original
Northern Cyprus,GPT,39.58333333,84.74,original
Northern Cyprus,GPT,44.31818182,53.25,original
Norway,GPT,69.0,89.84,original
Norway,GPT,93.0,89.5,original
Norway,GPT,81.06060606,94.87,original
Norway,GPT,72.91666667,94.74,original
Norway,GPT,89.77272727,90.48,original
OECS,GPT,31.0,50.4,original
OECS,GPT,55.0,57.01,original
OECS,GPT,50.75757576,54.63,original
OECS,GPT,66.66666667,86.82,original
OECS,GPT,60.22727273,65.28,original
Oman,GPT,13.0,37.74,original
Oman,GPT,21.0,37.74,variation1
Oman,GPT,16.0,37.74,variation2
Oman,GPT,17.0,26.78,original
Oman,GPT,17.0,26.78,variation1
Oman,GPT,13.0,26.78,variation2
Oman,GPT,25.0,35.88,original
Oman,GPT,22.72727273,35.88,variation1
Oman,GPT,21.21212121,35.88,variation2
Oman,GPT,43.75,76.51,original
Oman,GPT,47.91666667,76.51,variation1
Oman,GPT,33.33333333,76.51,variation2
Oman,GPT,35.22727273,35.7,original
Oman,GPT,32.95454545,35.7,variation1
Oman,GPT,42.04545455,35.7,variation2
Pakistan,GPT,13.0,33.73,original
Pakistan,GPT,15.0,33.73,variation1
Pakistan,GPT,16.0,33.73,variation2
Pakistan,GPT,41.0,42.97,original
Pakistan,GPT,39.0,42.97,variation1
Pakistan,GPT,43.0,42.97,variation2
Pakistan,GPT,21.21212121,29.17,original
Pakistan,GPT,18.93939394,29.17,variation1
Pakistan,GPT,20.45454545,29.17,variation2
Pakistan,GPT,8.333333333,25.88,original
Pakistan,GPT,14.58333333,25.88,variation1
Pakistan,GPT,6.25,25.88,variation2
Pakistan,GPT,37.5,37.73,original
Pakistan,GPT,39.77272727,37.73,variation1
Pakistan,GPT,37.5,37.73,variation2
Palestine,GPT,14.0,33.51,original
Palestine,GPT,29.0,39.1,original
Palestine,GPT,23.48484848,31.04,original
Palestine,GPT,12.5,20.44,original
Palestine,GPT,36.36363636,35.52,original
Panama,GPT,21.0,49.83,original
Panama,GPT,68.0,55.13,original
Panama,GPT,46.21212121,41.18,original
Panama,GPT,47.91666667,81.94,original
Panama,GPT,55.68181818,64.68,original
Papua New Guinea,GPT,17.0,47.08,original
Papua New Guinea,GPT,40.0,51.54,original
Papua New Guinea,GPT,34.84848485,42.17,original
Papua New Guinea,GPT,47.91666667,82.86,original
Papua New Guinea,GPT,40.90909091,56.43,original
Paraguay,GPT,20.0,34.95,original
Paraguay,GPT,61.0,64.42,original
Paraguay,GPT,33.33333333,40.9,original
Paraguay,GPT,35.41666667,55.27,original
Paraguay,GPT,52.27272727,56.88,original
Peru,GPT,19.0,39.29,original
Peru,GPT,67.0,58.1,original
Peru,GPT,34.09090909,39.44,original
Peru,GPT,31.25,48.73,original
Peru,GPT,53.40909091,53.23,original
Philippines,GPT,27.0,37.11,original
Philippines,GPT,59.0,47.48,original
Philippines,GPT,37.87878788,36.14,original
Philippines,GPT,12.5,44.44,original
Philippines,GPT,48.86363636,51.64,original
Poland,GPT,38.0,59.46,original
Poland,GPT,32.0,59.46,variation1
Poland,GPT,32.0,59.46,variation2
Poland,GPT,59.0,70.19,original
Poland,GPT,61.0,70.19,variation1
Poland,GPT,63.0,70.19,variation2
Poland,GPT,37.12121212,51.63,original
Poland,GPT,37.12121212,51.63,variation1
Poland,GPT,41.66666667,51.63,variation2
Poland,GPT,47.91666667,87.2,original
Poland,GPT,60.41666667,87.2,variation1
Poland,GPT,56.25,87.2,variation2
Poland,GPT,67.04545455,77.38,original
Poland,GPT,69.31818182,77.38,variation1
Poland,GPT,69.31818182,77.38,variation2
Portugal,GPT,43.0,72.92,original
Portugal,GPT,78.0,83.79,original
Portugal,GPT,61.36363636,91.51,original
Portugal,GPT,68.75,93.03,original
Portugal,GPT,81.81818182,88.27,original
Qatar,GPT,15.0,51.39,original
Qatar,GPT,15.0,41.9,original
Qatar,GPT,21.96969697,50.56,original
Qatar,GPT,29.16666667,88.66,original
Qatar,GPT,35.22727273,59.9,original
Romania,GPT,23.0,48.2,original
Romania,GPT,74.0,70.54,original
Romania,GPT,43.93939394,61.92,original
Romania,GPT,52.08333333,88.2,original
Romania,GPT,64.77272727,73.38,original
Russia,GPT,11.0,33.72,original
Russia,GPT,30.0,31.43,original
Russia,GPT,6.060606061,19.88,original
Russia,GPT,6.25,27.0,original
Russia,GPT,36.36363636,37.28,original
Rwanda,GPT,19.0,32.08,original
Rwanda,GPT,40.0,54.42,original
Rwanda,GPT,24.24242424,35.65,original
Rwanda,GPT,16.66666667,30.56,original
Rwanda,GPT,39.77272727,50.0,original
Samoa,GPT,25.0,68.98,original
Samoa,GPT,56.0,69.11,original
Samoa,GPT,50.0,74.9,original
Samoa,GPT,77.08333333,96.03,original
Samoa,GPT,51.13636364,83.03,original
Saudi Arabia,GPT,11.0,40.36,original
Saudi Arabia,GPT,12.0,20.43,original
Saudi Arabia,GPT,12.12121212,21.01,original
Saudi Arabia,GPT,4.166666667,23.84,original
Saudi Arabia,GPT,34.09090909,30.06,original
Senegal,GPT,21.0,44.21,original
Senegal,GPT,20.0,44.21,variation1
Senegal,GPT,24.0,44.21,variation2
Senegal,GPT,51.0,62.5,original
Senegal,GPT,56.0,62.5,variation1
Senegal,GPT,54.0,62.5,variation2
Senegal,GPT,37.87878788,52.9,original
Senegal,GPT,37.87878788,52.9,variation1
Senegal,GPT,35.60606061,52.9,variation2
Senegal,GPT,27.08333333,51.71,original
Senegal,GPT,27.08333333,51.71,variation1
Senegal,GPT,25.0,51.71,variation2
Senegal,GPT,46.59090909,65.87,original
Senegal,GPT,44.31818182,65.87,variation1
Senegal,GPT,42.04545455,65.87,variation2
Serbia,GPT,19.0,36.46,original
Serbia,GPT,57.0,70.32,original
Serbia,GPT,24.24242424,33.07,original
Serbia,GPT,12.5,78.97,original
Serbia,GPT,40.90909091,53.57,original
Seychelles,GPT,21.0,59.79,original
Seychelles,GPT,52.0,74.23,original
Seychelles,GPT,46.21212121,67.1,original
Seychelles,GPT,72.91666667,92.62,original
Seychelles,GPT,59.09090909,75.0,original
Sierra Leone,GPT,22.0,43.56,original
Sierra Leone,GPT,50.0,69.23,original
Sierra Leone,GPT,34.09090909,54.55,original
Sierra Leone,GPT,41.66666667,81.39,original
Sierra Leone,GPT,44.31818182,72.62,original
Singapore,GPT,27.0,35.94,original
Singapore,GPT,21.0,30.58,original
Singapore,GPT,25.0,35.29,original
Singapore,GPT,66.66666667,84.76,original
Singapore,GPT,43.18181818,49.4,original
Slovakia,GPT,37.0,64.84,original
Slovakia,GPT,69.0,80.53,original
Slovakia,GPT,56.81818182,65.52,original
Slovakia,GPT,43.75,88.39,original
Slovakia,GPT,69.31818182,80.85,original
Slovenia,GPT,37.0,49.81,original
Slovenia,GPT,79.0,81.03,original
Slovenia,GPT,54.54545455,67.85,original
Slovenia,GPT,60.41666667,90.58,original
Slovenia,GPT,76.13636364,73.7,original
Somalia,GPT,9.0,42.01,original
Somalia,GPT,14.0,42.01,variation1
Somalia,GPT,12.0,42.01,variation2
Somalia,GPT,19.0,35.58,original
Somalia,GPT,20.0,35.58,variation1
Somalia,GPT,19.0,35.58,variation2
Somalia,GPT,13.63636364,35.99,original
Somalia,GPT,16.66666667,35.99,variation1
Somalia,GPT,18.18181818,35.99,variation2
Somalia,GPT,8.333333333,38.56,original
Somalia,GPT,10.41666667,38.56,variation1
Somalia,GPT,8.333333333,38.56,variation2
Somalia,GPT,28.40909091,44.84,original
Somalia,GPT,25.0,44.84,variation1
Somalia,GPT,32.95454545,44.84,variation2
South Africa,GPT,32.0,58.78,original
South Africa,GPT,69.0,80.29,original
South Africa,GPT,55.3030303,72.57,original
South Africa,GPT,52.08333333,74.95,original
South Africa,GPT,63.63636364,82.06,original
South Korea,GPT,29.0,54.9,original
South Korea,GPT,63.0,69.51,original
South Korea,GPT,41.66666667,51.11,original
South Korea,GPT,60.41666667,87.04,original
South Korea,GPT,48.86363636,61.77,original
South Sudan,GPT,7.0,43.75,original
South Sudan,GPT,31.0,52.04,original
South Sudan,GPT,13.63636364,31.34,original
South Sudan,GPT,4.166666667,37.52,original
South Sudan,GPT,22.72727273,48.21,original
Spain,GPT,40.0,59.72,original
Spain,GPT,67.0,81.73,original
Spain,GPT,53.78787879,68.96,original
Spain,GPT,68.75,90.08,original
Spain,GPT,78.40909091,79.56,original
Sri Lanka,GPT,15.0,32.16,original
Sri Lanka,GPT,42.0,42.19,original
Sri Lanka,GPT,25.0,30.43,original
Sri Lanka,GPT,10.41666667,41.68,original
Sri Lanka,GPT,37.5,29.61,original
Sudan,GPT,11.0,32.66,original
Sudan,GPT,21.0,37.64,original
Sudan,GPT,12.87878788,32.87,original
Sudan,GPT,6.25,29.39,original
Sudan,GPT,36.36363636,46.09,original
Suriname,GPT,22.0,70.66,original
Suriname,GPT,58.0,71.79,original
Suriname,GPT,44.6969697,66.67,original
Suriname,GPT,81.25,91.87,original
Suriname,GPT,55.68181818,79.56,original
Sweden,GPT,62.0,85.5,original
Sweden,GPT,88.0,90.16,original
Sweden,GPT,84.84848485,91.03,original
Sweden,GPT,72.91666667,92.12,original
Sweden,GPT,80.68181818,82.78,original
Switzerland,GPT,57.0,72.32,original
Switzerland,GPT,88.0,78.85,original
Switzerland,GPT,81.81818182,87.78,original
Switzerland,GPT,75.0,95.92,original
Switzerland,GPT,85.22727273,85.2,original
Syria,GPT,6.0,19.69,original
Syria,GPT,15.0,23.75,original
Syria,GPT,7.575757576,14.35,original
Syria,GPT,2.083333333,11.55,original
Syria,GPT,22.72727273,17.72,original
Taiwan,GPT,35.0,56.77,original
Taiwan,GPT,85.0,80.05,original
Taiwan,GPT,59.09090909,74.7,original
Taiwan,GPT,72.91666667,92.76,original
Taiwan,GPT,80.68181818,76.39,original
Tajikistan,GPT,11.0,31.64,original
Tajikistan,GPT,31.0,38.34,original
Tajikistan,GPT,11.36363636,27.26,original
Tajikistan,GPT,10.41666667,39.1,original
Tajikistan,GPT,28.40909091,30.21,original
Tanzania,GPT,18.0,41.07,original
Tanzania,GPT,31.0,50.69,original
Tanzania,GPT,22.72727273,47.41,original
Tanzania,GPT,18.75,71.42,original
Tanzania,GPT,39.77272727,63.44,original
Thailand,GPT,14.0,48.54,original
Thailand,GPT,35.0,50.58,original
Thailand,GPT,25.0,54.35,original
Thailand,GPT,25.0,82.62,original
Thailand,GPT,31.81818182,54.52,original
Togo,GPT,15.0,42.27,original
Togo,GPT,32.0,51.2,original
Togo,GPT,26.51515152,44.38,original
Togo,GPT,31.25,56.76,original
Togo,GPT,37.5,59.82,original
Tonga,GPT,20.0,57.92,original
Tonga,GPT,38.0,61.35,original
Tonga,GPT,37.12121212,66.52,original
Tonga,GPT,60.41666667,93.33,original
Tonga,GPT,47.72727273,71.43,original
Trinidad and Tobago,GPT,35.0,66.76,original
Trinidad and Tobago,GPT,66.0,71.26,original
Trinidad and Tobago,GPT,56.06060606,66.97,original
Trinidad and Tobago,GPT,68.75,92.06,original
Trinidad and Tobago,GPT,67.04545455,86.41,original
Tunisia,GPT,15.0,40.94,original
Tunisia,GPT,46.0,50.19,original
Tunisia,GPT,25.0,48.04,original
Tunisia,GPT,22.91666667,50.92,original
Tunisia,GPT,32.95454545,59.76,original
Turkmenistan,GPT,2.0,17.88,original
Turkmenistan,GPT,5.0,17.88,variation1
Turkmenistan,GPT,2.0,17.88,variation2
Turkmenistan,GPT,15.0,30.93,original
Turkmenistan,GPT,15.0,30.93,variation1
Turkmenistan,GPT,14.0,30.93,variation2
Turkmenistan,GPT,12.87878788,13.22,original
Turkmenistan,GPT,13.63636364,13.22,variation1
Turkmenistan,GPT,12.12121212,13.22,variation2
Turkmenistan,GPT,8.333333333,32.32,original
Turkmenistan,GPT,8.333333333,32.32,variation1
Turkmenistan,GPT,8.333333333,32.32,variation2
Turkmenistan,GPT,23.86363636,15.67,original
Turkmenistan,GPT,28.40909091,15.67,variation1
Turkmenistan,GPT,34.09090909,15.67,variation2
TÃ¼rkiye,GPT,17.0,28.91,original
TÃ¼rkiye,GPT,43.0,37.38,original
TÃ¼rkiye,GPT,17.42424242,20.02,original
TÃ¼rkiye,GPT,6.25,34.63,original
TÃ¼rkiye,GPT,31.81818182,37.05,original
Uganda,GPT,15.0,39.38,original
Uganda,GPT,38.0,50.0,original
Uganda,GPT,25.0,33.48,original
Uganda,GPT,14.58333333,55.0,original
Uganda,GPT,36.36363636,52.14,original
Ukraine,GPT,21.0,62.24,original
Ukraine,GPT,65.0,78.61,original
Ukraine,GPT,31.81818182,67.15,original
Ukraine,GPT,12.5,41.11,original
Ukraine,GPT,67.04545455,75.89,original
United Arab Emirates,GPT,14.0,42.5,original
United Arab Emirates,GPT,19.0,42.5,variation1
United Arab Emirates,GPT,17.0,42.5,variation2
United Arab Emirates,GPT,13.0,26.54,original
United Arab Emirates,GPT,13.0,26.54,variation1
United Arab Emirates,GPT,12.0,26.54,variation2
United Arab Emirates,GPT,12.87878788,21.16,original
United Arab Emirates,GPT,15.15151515,21.16,variation1
United Arab Emirates,GPT,18.93939394,21.16,variation2
United Arab Emirates,GPT,31.25,33.39,original
United Arab Emirates,GPT,37.5,33.39,variation1
United Arab Emirates,GPT,29.16666667,33.39,variation2
United Arab Emirates,GPT,38.63636364,29.52,original
United Arab Emirates,GPT,39.77272727,29.52,variation1
United Arab Emirates,GPT,38.63636364,29.52,variation2
United Kingdom,GPT,43.0,69.42,original
United Kingdom,GPT,63.0,74.35,original
United Kingdom,GPT,69.6969697,80.12,original
United Kingdom,GPT,64.58333333,88.29,original
United Kingdom,GPT,78.40909091,75.38,original
United States,GPT,34.0,61.07,original
United States,GPT,33.0,61.07,variation1
United States,GPT,41.0,61.07,variation2
United States,GPT,73.0,74.49,original
United States,GPT,76.0,74.49,variation1
United States,GPT,71.0,74.49,variation2
United States,GPT,59.84848485,69.03,original
United States,GPT,55.3030303,69.03,variation1
United States,GPT,64.39393939,69.03,variation2
United States,GPT,35.41666667,56.31,original
United States,GPT,31.25,56.31,variation1
United States,GPT,35.41666667,56.31,variation2
United States,GPT,73.86363636,72.06,original
United States,GPT,76.13636364,72.06,variation1
United States,GPT,76.13636364,72.06,variation2
Uruguay,GPT,42.0,48.36,original
Uruguay,GPT,83.0,76.65,original
Uruguay,GPT,71.96969697,53.62,original
Uruguay,GPT,72.91666667,89.29,original
Uruguay,GPT,84.09090909,70.58,original
Uzbekistan,GPT,10.0,34.49,original
Uzbekistan,GPT,29.0,43.59,original
Uzbekistan,GPT,18.18181818,28.02,original
Uzbekistan,GPT,14.58333333,42.28,original
Uzbekistan,GPT,38.63636364,37.96,original
Venezuela,GPT,11.0,31.63,original
Venezuela,GPT,28.0,37.33,original
Venezuela,GPT,10.60606061,17.68,original
Venezuela,GPT,16.66666667,39.91,original
Venezuela,GPT,37.5,38.74,original
Vietnam,GPT,15.0,20.57,original
Vietnam,GPT,24.0,28.37,original
